text,class,__index_level_0__
"A 27-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8668
"A 50-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8669
"A 41-year-old individual, working in the Self-emp-not-inc sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",1,8674
"A 37-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,8682
"A 59-year-old individual, working in the Private sector, has an education level of 10th. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8686
"A 38-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the Asian-Pac-Islander race, are Male",1,8688
"A 48-year-old individual, working in the Local-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8691
"A 80-year-old individual, working in the ? sector, has an education level of Prof-school. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,8694
"A 33-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8696
"A 44-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",1,8698
"A 48-year-old individual, working in the Local-gov sector, has an education level of Masters. They are Divorced, working as Exec-managerial, and have a Unmarried relationship.They belong to the Black race, are Female",1,8699
"A 52-year-old individual, working in the Self-emp-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the Other race, are Male",1,8710
"A 47-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8721
"A 26-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,8722
"A 48-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the White race, are Female",1,8725
"A 56-year-old individual, working in the State-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,8729
"A 46-year-old individual, working in the State-gov sector, has an education level of Assoc-acdm. They are Divorced, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Male",1,8737
"A 30-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8740
"A 41-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8741
"A 50-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8742
"A 47-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the Black race, are Female",1,8746
"A 27-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8751
"A 50-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Separated, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,8755
"A 29-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,8758
"A 54-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the Black race, are Female",1,8760
"A 47-year-old individual, working in the State-gov sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",1,8761
"A 52-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,8768
"A 49-year-old individual, working in the State-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8773
"A 36-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8774
"A 33-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8778
"A 55-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8781
"A 36-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,8790
"A 44-year-old individual, working in the Private sector, has an education level of 10th. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,8791
"A 57-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8792
"A 61-year-old individual, working in the ? sector, has an education level of 7th-8th. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,8795
"A 39-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,8796
"A 36-year-old individual, working in the Local-gov sector, has an education level of Assoc-voc. They are Never-married, working as Protective-serv, and have a Not-in-family relationship.They belong to the White race, are Male",1,8800
"A 58-year-old individual, working in the Private sector, has an education level of HS-grad. They are Widowed, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Female",1,8801
"A 90-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8806
"A 34-year-old individual, working in the Private sector, has an education level of Doctorate. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,8809
"A 34-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8814
"A 35-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8816
"A 58-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Sales, and have a Unmarried relationship.They belong to the White race, are Female",1,8824
"A 47-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8825
"A 41-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8826
"A 35-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8827
"A 46-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the Black race, are Male",1,8829
"A 69-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8830
"A 31-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8833
"A 37-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Protective-serv, and have a Husband relationship.They belong to the White race, are Male",1,8836
"A 37-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8854
"A 31-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Amer-Indian-Eskimo race, are Male",1,8856
"A 46-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",1,8857
"A 46-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8862
"A 33-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8864
"A 33-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8869
"A 53-year-old individual, working in the Federal-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,8872
"A 45-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Craft-repair, and have a Not-in-family relationship.They belong to the Asian-Pac-Islander race, are Male",1,8874
"A 34-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8879
"A 36-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8880
"A 41-year-old individual, working in the Self-emp-not-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8883
"A 47-year-old individual, working in the State-gov sector, has an education level of Masters. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8885
"A 29-year-old individual, working in the Private sector, has an education level of Some-college. They are Never-married, working as Other-service, and have a Not-in-family relationship.They belong to the White race, are Female",1,8897
"A 40-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8903
"A 42-year-old individual, working in the Private sector, has an education level of Doctorate. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,8909
"A 36-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8910
"A 57-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8912
"A 35-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8914
"A 34-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8918
"A 44-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,8919
"A 45-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,8927
"A 28-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",1,8928
"A 30-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,8936
"A 40-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8939
"A 37-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,8952
"A 65-year-old individual, working in the ? sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,8954
"A 30-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,8955
"A 32-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Wife relationship.They belong to the Asian-Pac-Islander race, are Female",1,8962
"A 43-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8966
"A 38-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Black race, are Male",1,8967
"A 55-year-old individual, working in the Local-gov sector, has an education level of HS-grad. They are Divorced, working as Adm-clerical, and have a Not-in-family relationship.They belong to the White race, are Female",1,8972
"A 90-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8973
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,8975
"A 63-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8977
"A 34-year-old individual, working in the Self-emp-not-inc sector, has an education level of Prof-school. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",1,8979
"A 47-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,8981
"A 42-year-old individual, working in the Self-emp-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,8982
"A 32-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,8988
"A 43-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Sales, and have a Unmarried relationship.They belong to the White race, are Male",1,8989
"A 29-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the Black race, are Male",1,8994
"A 41-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9004
"A 58-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,9005
"A 32-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9008
"A 46-year-old individual, working in the State-gov sector, has an education level of Prof-school. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",1,9013
"A 62-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,9014
"A 56-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the Black race, are Male",1,9016
"A 37-year-old individual, working in the Private sector, has an education level of Some-college. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the Asian-Pac-Islander race, are Female",1,9017
"A 34-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9021
"A 45-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9022
"A 30-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",1,9023
"A 51-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9024
"A 38-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9026
"A 47-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9029
"A 43-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9031
"A 41-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9033
"A 25-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,9038
"A 50-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",1,9041
"A 44-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9050
"A 41-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9059
"A 24-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,9060
"A 34-year-old individual, working in the Self-emp-not-inc sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9062
"A 46-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9063
"A 29-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Farming-fishing, and have a Husband relationship.They belong to the White race, are Male",1,9066
"A 58-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9070
"A 37-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the Other race, are Male",1,9072
"A 39-year-old individual, working in the Self-emp-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9079
"A 56-year-old individual, working in the Private sector, has an education level of Bachelors. They are Divorced, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",1,9084
"A 59-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9091
"A 58-year-old individual, working in the Self-emp-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9093
"A 39-year-old individual, working in the Self-emp-not-inc sector, has an education level of Assoc-acdm. They are Married-civ-spouse, working as Adm-clerical, and have a Wife relationship.They belong to the White race, are Female",1,9101
"A 41-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9105
"A 54-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9108
"A 47-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Black race, are Male",1,9113
"A 52-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the Black race, are Male",1,9123
"A 68-year-old individual, working in the Private sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9126
"A 29-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9129
"A 40-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9130
"A 51-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Divorced, working as Prof-specialty, and have a Unmarried relationship.They belong to the White race, are Male",1,9131
"A 38-year-old individual, working in the Local-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9134
"A 77-year-old individual, working in the ? sector, has an education level of Masters. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,9140
"A 70-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",1,9142
"A 44-year-old individual, working in the Local-gov sector, has an education level of Prof-school. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Male",1,9145
"A 37-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9146
"A 47-year-old individual, working in the Federal-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9150
"A 34-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Wife relationship.They belong to the White race, are Female",1,9165
"A 51-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9166
"A 38-year-old individual, working in the Private sector, has an education level of Some-college. They are Widowed, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Female",1,9168
"A 34-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",1,9173
"A 36-year-old individual, working in the Private sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,9177
"A 32-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9179
"A 54-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9180
"A 46-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9182
"A 32-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9184
"A 37-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",1,9187
"A 44-year-old individual, working in the Self-emp-not-inc sector, has an education level of Some-college. They are Married-civ-spouse, working as Other-service, and have a Husband relationship.They belong to the White race, are Male",1,9190
"A 39-year-old individual, working in the State-gov sector, has an education level of Doctorate. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9194
"A 47-year-old individual, working in the ? sector, has an education level of Bachelors. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,9197
"A 47-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9198
"A 35-year-old individual, working in the Private sector, has an education level of Prof-school. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9199
"A 60-year-old individual, working in the Self-emp-not-inc sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the White race, are Male",1,9200
"A 37-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",1,9204
"A 48-year-old individual, working in the Federal-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Black race, are Male",1,9205
"A 28-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Wife relationship.They belong to the White race, are Female",1,9210
"A 33-year-old individual, working in the ? sector, has an education level of Assoc-voc. They are Married-civ-spouse, working as ?, and have a Own-child relationship.They belong to the White race, are Female",1,9211
"A 58-year-old individual, working in the State-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the Black race, are Male",1,9213
"A 47-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9217
"A 50-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9218
"A 41-year-old individual, working in the Private sector, has an education level of Masters. They are Never-married, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",1,9227
"A 46-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9228
"A 60-year-old individual, working in the State-gov sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9232
"A 39-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",1,9235
"A 50-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,9237
"A 38-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the Black race, are Male",1,9241
"A 41-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9242
"A 38-year-old individual, working in the Private sector, has an education level of Assoc-acdm. They are Never-married, working as Machine-op-inspct, and have a Not-in-family relationship.They belong to the Black race, are Female",1,9244
"A 72-year-old individual, working in the ? sector, has an education level of Some-college. They are Married-civ-spouse, working as ?, and have a Husband relationship.They belong to the White race, are Male",1,9245
"A 35-year-old individual, working in the State-gov sector, has an education level of HS-grad. They are Married-civ-spouse, working as Craft-repair, and have a Husband relationship.They belong to the White race, are Male",1,9247
"A 58-year-old individual, working in the Federal-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Adm-clerical, and have a Husband relationship.They belong to the White race, are Male",1,9254
"A 59-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Married-civ-spouse, working as Sales, and have a Husband relationship.They belong to the White race, are Male",1,9265
"A 34-year-old individual, working in the Local-gov sector, has an education level of Some-college. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9268
"A 36-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Tech-support, and have a Husband relationship.They belong to the White race, are Male",1,9269
"A 35-year-old individual, working in the Private sector, has an education level of Bachelors. They are Married-civ-spouse, working as Prof-specialty, and have a Husband relationship.They belong to the White race, are Male",1,9273
"A 59-year-old individual, working in the Self-emp-not-inc sector, has an education level of Bachelors. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9274
"A 31-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Machine-op-inspct, and have a Wife relationship.They belong to the White race, are Female",1,9279
"A 52-year-old individual, working in the Private sector, has an education level of Masters. They are Married-civ-spouse, working as Exec-managerial, and have a Husband relationship.They belong to the White race, are Male",1,9306
